四则运算题目.0	456/410=
四则运算题目.6349	305/611-689=
四则运算题目.6350	887+96*999=
四则运算题目.6351	575/53-91=
四则运算题目.6352	113-466=
四则运算题目.6353	968/667/940=
四则运算题目.6354	630-468/690=
四则运算题目.6355	349-296=
四则运算题目.6356	631/1/578=
四则运算题目.6357	650*901+928=
四则运算题目.6358	616+445=
四则运算题目.6359	841-796-178=
四则运算题目.6360	107-925-543=
四则运算题目.6361	679-956=
四则运算题目.6362	373+629+677=
四则运算题目.6363	978-33=
四则运算题目.6364	476/891=
四则运算题目.6365	639/107+491=
四则运算题目.6366	748-478-868=
四则运算题目.6367	611/842+86=
四则运算题目.6368	35*151=
四则运算题目.6369	49-286*646=
四则运算题目.6370	460/99/661=
四则运算题目.6371	124/170=
四则运算题目.6372	608/657+203=
四则运算题目.6373	75+770/572=
四则运算题目.6374	683-83-874=
四则运算题目.6375	218/901=
四则运算题目.6376	483+91=
四则运算题目.6377	194/332=
四则运算题目.6378	807/588=
四则运算题目.6379	147*620-347=
四则运算题目.6380	879/819=
四则运算题目.6381	627/488=
四则运算题目.6382	21/831=
四则运算题目.6383	459-616=
四则运算题目.6384	853*664/120=
四则运算题目.6385	426/293*609=
四则运算题目.6386	155+430/677=
四则运算题目.6387	971-799=
四则运算题目.6388	52/133=
四则运算题目.6389	182-448=
四则运算题目.6390	266/475/972=
四则运算题目.6391	956/440*365=
四则运算题目.6392	853+645/480=
四则运算题目.6393	710+822-247=
四则运算题目.6394	657-404-272=
四则运算题目.6395	244+167*44=
四则运算题目.6396	751-441*817=
四则运算题目.6397	738*957=
四则运算题目.6398	269/177-590=
四则运算题目.6399	865*210/941=
四则运算题目.6400	103/864/933=
四则运算题目.6401	524*834*115=
四则运算题目.6402	902/167=
四则运算题目.6403	307+39/425=
四则运算题目.6404	421/279=
四则运算题目.6405	936*21/69=
四则运算题目.6406	401/56-710=
四则运算题目.6407	301-261-665=
四则运算题目.6408	320+69=
四则运算题目.6409	721/870+29=
四则运算题目.6410	724+150+821=
四则运算题目.6411	187-740*12=
四则运算题目.6412	858+243/989=
四则运算题目.6413	718+400*34=
四则运算题目.6414	810-276=
四则运算题目.6415	282/181+256=
四则运算题目.6416	890*376=
四则运算题目.6417	499+663*359=
四则运算题目.6418	94/827/919=
四则运算题目.6419	304/107-814=
四则运算题目.6420	589-63*832=
四则运算题目.6421	918-874+258=
四则运算题目.6422	331+321-94=
四则运算题目.6423	551/110-910=
四则运算题目.6424	60/608/222=
四则运算题目.6425	554*641/754=
四则运算题目.6426	697/717=
四则运算题目.6427	34*340=
四则运算题目.6428	692-795+547=
四则运算题目.6429	853+304=
四则运算题目.6430	539*396*414=
四则运算题目.6431	447*99=
四则运算题目.6432	888/301=
四则运算题目.6433	976*485=
四则运算题目.6434	973/660+41=
四则运算题目.6435	725+523=
四则运算题目.6436	294*309=
四则运算题目.6437	458*789*840=
四则运算题目.6438	748/588=
四则运算题目.6439	571/282-241=
四则运算题目.6440	544-617+148=
四则运算题目.6441	82-661*316=
四则运算题目.6442	624+737-560=
四则运算题目.6443	315-671=
四则运算题目.6444	876-819-270=
四则运算题目.6445	976/320+561=
四则运算题目.6446	925-804+212=
四则运算题目.6447	8*734=
四则运算题目.6448	528-506+278=
四则运算题目.6449	267+414+574=
四则运算题目.6450	582/58=
四则运算题目.6451	409*578*218=
四则运算题目.6452	567-258/940=
四则运算题目.6453	665/742-346=
四则运算题目.6454	222+341=
四则运算题目.6455	283+599+986=
四则运算题目.6456	924/149=
四则运算题目.6457	304+120-255=
四则运算题目.6458	657+493/872=
四则运算题目.6459	20-111+309=
四则运算题目.6460	735/184*529=
四则运算题目.6461	316+498*872=
四则运算题目.6462	486-828*333=
四则运算题目.6463	287+230+805=
四则运算题目.6464	74+783=
四则运算题目.6465	799*826=
四则运算题目.6466	668+562=
四则运算题目.6467	72/18/90=
四则运算题目.6468	977+830=
四则运算题目.6469	753+882=
四则运算题目.6470	137/155=
四则运算题目.6471	189/825*898=
四则运算题目.6472	440/571-924=
四则运算题目.6473	699/663/429=
四则运算题目.6474	183-228=
四则运算题目.6475	40/891-321=
四则运算题目.6476	687/624+637=
四则运算题目.6477	95/650=
四则运算题目.6478	787+373+342=
四则运算题目.6479	797-628+73=
四则运算题目.6480	475+622+82=
四则运算题目.6481	252+160=
四则运算题目.6482	740-562=
四则运算题目.6483	112-537=
四则运算题目.6484	270*942=
四则运算题目.6485	192/68*829=
四则运算题目.6486	202-977=
四则运算题目.6487	163*894+810=
四则运算题目.6488	632/64+891=
四则运算题目.6489	600+484=
四则运算题目.6490	730*687+595=
四则运算题目.6491	751*398*965=
四则运算题目.6492	998+48*610=
四则运算题目.6493	686/565/273=
四则运算题目.6494	993-888/740=
四则运算题目.6495	897*170-77=
四则运算题目.6496	704+624-281=
四则运算题目.6497	427*304=
四则运算题目.6498	973*267/741=
四则运算题目.6499	148*356=
四则运算题目.6500	596*909-110=
四则运算题目.6501	30-951/418=
四则运算题目.6502	587/658=
四则运算题目.6503	287/956+366=
四则运算题目.6504	200/681+475=
四则运算题目.6505	275*935+633=
四则运算题目.6506	975-278=
四则运算题目.6507	516-35=
四则运算题目.6508	938-431+55=
四则运算题目.6509	364+307=
四则运算题目.6510	444-983/356=
四则运算题目.6511	882-675=
四则运算题目.6512	495/786-712=
四则运算题目.6513	172+1000*50=
四则运算题目.6514	951-163-523=
四则运算题目.6515	965/734=
四则运算题目.6516	391*464+614=
四则运算题目.6517	64+780-266=
四则运算题目.6518	815*729-605=
四则运算题目.6519	724/897/810=
四则运算题目.6520	920-451*431=
四则运算题目.6521	959*77=
四则运算题目.6522	801+878+636=
四则运算题目.6523	1000/316+323=
四则运算题目.6524	992/669/34=
四则运算题目.6525	850*449-318=
四则运算题目.6526	153/489=
四则运算题目.6527	930+225+608=
四则运算题目.6528	138*145*616=
四则运算题目.6529	423-842=
四则运算题目.6530	565+655/1000=
四则运算题目.6531	686/299=
四则运算题目.6532	272*482*915=
四则运算题目.6533	565/967*736=
四则运算题目.6534	652/943-534=
四则运算题目.6535	423+983-591=
四则运算题目.6536	808/627*260=
四则运算题目.6537	730*57/822=
四则运算题目.6538	711*172/219=
四则运算题目.6539	67/472=
四则运算题目.6540	584+743-676=
四则运算题目.6541	259*401*398=
四则运算题目.6542	964-179/910=
四则运算题目.6543	879+993=
四则运算题目.6544	381+364-925=
四则运算题目.6545	22+469=
四则运算题目.6546	947-220-809=
四则运算题目.6547	310-335=
四则运算题目.6548	404+524=
四则运算题目.6549	216+660/416=
四则运算题目.6550	946/740-807=
四则运算题目.6551	869-835/223=
四则运算题目.6552	460*973+286=
四则运算题目.6553	922/335=
四则运算题目.6554	776/270+732=
四则运算题目.6555	317*757=
四则运算题目.6556	632/745/890=
四则运算题目.6557	919*21+232=
四则运算题目.6558	684*949*176=
四则运算题目.6559	167-74+417=
四则运算题目.6560	979-944=
四则运算题目.6561	424*63=
四则运算题目.6562	625*719=
四则运算题目.6563	703/725=
四则运算题目.6564	613-575*730=
四则运算题目.6565	537-691=
四则运算题目.6566	583/983-118=
四则运算题目.6567	205+974=
四则运算题目.6568	320/479*512=
四则运算题目.6569	682-872*29=
四则运算题目.6570	779/129-712=
四则运算题目.6571	407+535=
四则运算题目.6572	739/329*644=
四则运算题目.6573	508*510=
四则运算题目.6574	1*371-338=
四则运算题目.6575	792+628/884=
四则运算题目.6576	131*384=
四则运算题目.6577	477/839/389=
四则运算题目.6578	823+227-13=
四则运算题目.6579	5+144=
四则运算题目.6580	39-256=
四则运算题目.6581	649/148*935=
四则运算题目.6582	387+911=
四则运算题目.6583	417-535/798=
四则运算题目.6584	760/952=
四则运算题目.6585	520+609-168=
四则运算题目.6586	425+362+934=
四则运算题目.6587	918-971*586=
四则运算题目.6588	988*538+541=
四则运算题目.6589	957+209*155=
四则运算题目.6590	776/450=
四则运算题目.6591	848+650=
四则运算题目.6592	24-523=
四则运算题目.6593	649+215+321=
四则运算题目.6594	939*70*701=
四则运算题目.6595	115+728/311=
四则运算题目.6596	261+515/129=
四则运算题目.6597	74+6=
四则运算题目.6598	915+862-7=
四则运算题目.6599	36+413*306=
四则运算题目.6600	958*712=
四则运算题目.6601	387/782-492=
四则运算题目.6602	32*242-733=
四则运算题目.6603	775-868=
四则运算题目.6604	391/905-265=
四则运算题目.6605	895+108/923=
四则运算题目.6606	732-379=
四则运算题目.6607	410-162=
四则运算题目.6608	270*921*398=
四则运算题目.6609	897-198/681=
四则运算题目.6610	506*781-532=
四则运算题目.6611	512/248+807=
四则运算题目.6612	382/762=
四则运算题目.6613	720*526+568=
四则运算题目.6614	59-397=
四则运算题目.6615	113/294*714=
四则运算题目.6616	541-229/451=
四则运算题目.6617	45+136*686=
四则运算题目.6618	566-818=
四则运算题目.6619	656/606=
四则运算题目.6620	575/797+743=
四则运算题目.6621	183/736=
四则运算题目.6622	10/786-618=
四则运算题目.6623	270+675=
四则运算题目.6624	354*470/5=
四则运算题目.6625	267/812*718=
四则运算题目.6626	238+237-459=
四则运算题目.6627	167/720-485=
四则运算题目.6628	773/373-884=
四则运算题目.6629	126/239=
四则运算题目.6630	912/708/122=
四则运算题目.6631	411+122=
四则运算题目.6632	996*32*810=
四则运算题目.6633	79/49=
四则运算题目.6634	679/338/240=
四则运算题目.6635	259/778/253=
四则运算题目.6636	266*939+428=
四则运算题目.6637	360-990*741=
四则运算题目.6638	163/963-420=
四则运算题目.6639	46*628+552=
四则运算题目.6640	475/593/961=
四则运算题目.6641	891/594+421=
四则运算题目.6642	909-370=
四则运算题目.6643	837*857*842=
四则运算题目.6644	324/300*447=
四则运算题目.6645	821*535*732=
四则运算题目.6646	792+214-867=
四则运算题目.6647	617+878+929=
四则运算题目.6648	30/962=
四则运算题目.6649	928/165*799=
四则运算题目.6650	644*13/518=
四则运算题目.6651	337/234+288=
四则运算题目.6652	842*147*854=
四则运算题目.6653	72-443-926=
四则运算题目.6654	87/563-11=
四则运算题目.6655	359+98=
四则运算题目.6656	548+299*200=
四则运算题目.6657	826+696=
四则运算题目.6658	496*640*314=
四则运算题目.6659	579+456*471=
四则运算题目.6660	568-893=
四则运算题目.6661	348+660*459=
四则运算题目.6662	593*360*31=
四则运算题目.6663	42+600-363=
四则运算题目.6664	981*192+147=
四则运算题目.6665	721-846-870=
四则运算题目.6666	456+20*985=
四则运算题目.6667	6-96-450=
四则运算题目.6668	221+219/320=
四则运算题目.6669	941-688=
四则运算题目.6670	822+527=
四则运算题目.6671	902+53=
四则运算题目.6672	752+120+548=
四则运算题目.6673	38*880=
四则运算题目.6674	447*243-262=
四则运算题目.6675	317*546+249=
四则运算题目.6676	777-116*637=
四则运算题目.6677	883*419-753=
四则运算题目.6678	363*513*513=
四则运算题目.6679	378+882/93=
四则运算题目.6680	909-169*457=
四则运算题目.6681	170/253/596=
四则运算题目.6682	719/783-279=
四则运算题目.6683	978+298-608=
四则运算题目.6684	725*784=
四则运算题目.6685	441+862*262=
四则运算题目.6686	738+182+839=
四则运算题目.6687	519+433/200=
四则运算题目.6688	125/283/639=
四则运算题目.6689	703/536+668=
四则运算题目.6690	303+517/722=
四则运算题目.6691	451/746-76=
四则运算题目.6692	427/118=
四则运算题目.6693	539+943-997=
四则运算题目.6694	134+70+653=
四则运算题目.6695	541/556-838=
四则运算题目.6696	39/967+13=
四则运算题目.6697	472*17-653=
四则运算题目.6698	650-43=
四则运算题目.6699	172*159-460=
四则运算题目.6700	972*510*999=
四则运算题目.6701	708*988*455=
四则运算题目.6702	553-132=
四则运算题目.6703	774-162/405=
四则运算题目.6704	794*642-294=
四则运算题目.6705	697+916+814=
四则运算题目.6706	37/950=
四则运算题目.6707	395-892=
四则运算题目.6708	448/433/720=
四则运算题目.6709	326*325=
四则运算题目.6710	791-521/790=
四则运算题目.6711	119-165*161=
四则运算题目.6712	842*147=
四则运算题目.6713	488-923*265=
四则运算题目.6714	404-656=
四则运算题目.6715	889*601=
四则运算题目.6716	346/922=
四则运算题目.6717	384+335/392=
四则运算题目.6718	484*857=
四则运算题目.6719	553*139+626=
四则运算题目.6720	426*223+245=
四则运算题目.6721	946-604-766=
四则运算题目.6722	285-840*940=
四则运算题目.6723	378-430/387=
四则运算题目.6724	872/550-171=
四则运算题目.6725	551/764=
四则运算题目.6726	658-63*117=
四则运算题目.6727	298*361+83=
四则运算题目.6728	426-326+289=
四则运算题目.6729	263-573+751=
四则运算题目.6730	25*115/359=
四则运算题目.6731	785+884=
四则运算题目.6732	968-652*987=
四则运算题目.6733	165*962+793=
四则运算题目.6734	579*544+413=
四则运算题目.6735	15+998+662=
四则运算题目.6736	222/560/985=
四则运算题目.6737	189/488=
四则运算题目.6738	817*811=
四则运算题目.6739	655+124+775=
四则运算题目.6740	333+439=
四则运算题目.6741	1/544+545=
四则运算题目.6742	92-127=
四则运算题目.6743	492/242/924=
四则运算题目.6744	455-240=
四则运算题目.6745	725+411+456=
四则运算题目.6746	413*460=
四则运算题目.6747	594+348-758=
四则运算题目.6748	488+833=
四则运算题目.6749	843+203-733=
四则运算题目.6750	860*183=
四则运算题目.6751	90+935*259=
四则运算题目.6752	943*274*108=
四则运算题目.6753	845-949=
四则运算题目.6754	836-965-60=
四则运算题目.6755	687-104=
四则运算题目.6756	481-192*344=
四则运算题目.6757	11/778+213=
四则运算题目.6758	131+342=
四则运算题目.6759	537/252=
四则运算题目.6760	613*516-967=
四则运算题目.6761	444/318-956=
四则运算题目.6762	10*497=
四则运算题目.6763	203/33*473=
四则运算题目.6764	453+826+661=
