第0题的答案：	442'11/67
第6210题的答案：	88'85/248
第6211题的答案：	1'89/281
第6212题的答案：	-36551/165
第6213题的答案：	194628
第6214题的答案：	782'227/496
第6215题的答案：	725'35/384
第6216题的答案：	714'7/372
第6217题的答案：	98596
第6218题的答案：	174'135/167
第6219题的答案：	-308843
第6220题的答案：	-196
第6221题的答案：	142586
第6222题的答案：	275198
第6223题的答案：	-11
第6224题的答案：	-834
第6225题的答案：	916804
第6226题的答案：	-318
第6227题的答案：	503786
第6228题的答案：	369'80/227
第6229题的答案：	2034
第6230题的答案：	21'84/167
第6231题的答案：	1052
第6232题的答案：	102'412/415
第6233题的答案：	48522
第6234题的答案：	498'38/73
第6235题的答案：	-1132
第6236题的答案：	666/713
第6237题的答案：	863
第6238题的答案：	-399685
第6239题的答案：	95'441/524
第6240题的答案：	-92386
第6241题的答案：	530
第6242题的答案：	152/349
第6243题的答案：	287'40/529
第6244题的答案：	1'11/441
第6245题的答案：	113'395/538
第6246题的答案：	-726
第6247题的答案：	714'23/261
第6248题的答案：	-54
第6249题的答案：	-278
第6250题的答案：	53/354
第6251题的答案：	-135369/148
第6252题的答案：	320587
第6253题的答案：	372'89/145
第6254题的答案：	530/669
第6255题的答案：	134999040
第6256题的答案：	413
第6257题的答案：	1013
第6258题的答案：	14680'16/29
第6259题的答案：	68781
第6260题的答案：	197499
第6261题的答案：	102'30/43
第6262题的答案：	334676
第6263题的答案：	-2310/19
第6264题的答案：	809370
第6265题的答案：	1925
第6266题的答案：	1194
第6267题的答案：	69740
第6268题的答案：	144718
第6269题的答案：	9452058
第6270题的答案：	118'167/818
第6271题的答案：	1027
第6272题的答案：	141442
第6273题的答案：	8'16/45
第6274题的答案：	17613
第6275题的答案：	460
第6276题的答案：	138'4/47
第6277题的答案：	251'216/541
第6278题的答案：	490609
第6279题的答案：	-689
第6280题的答案：	1606
第6281题的答案：	115'782/953
第6282题的答案：	890/82863
第6283题的答案：	172
第6284题的答案：	40117
第6285题的答案：	339480
第6286题的答案：	37
第6287题的答案：	719408
第6288题的答案：	809778
第6289题的答案：	327
第6290题的答案：	-63
第6291题的答案：	539
第6292题的答案：	376476
第6293题的答案：	-588
第6294题的答案：	1581
第6295题的答案：	178
第6296题的答案：	92
第6297题的答案：	1052
第6298题的答案：	-347
第6299题的答案：	116
第6300题的答案：	152145
第6301题的答案：	5'1/187
第6302题的答案：	723
第6303题的答案：	689/753876
第6304题的答案：	38596
第6305题的答案：	3'1/26
第6306题的答案：	357
第6307题的答案：	843432
第6308题的答案：	30'42/97
第6309题的答案：	469'298/315
第6310题的答案：	26/8375
第6311题的答案：	541/558
第6312题的答案：	80833
第6313题的答案：	1'190/433
第6314题的答案：	128'16/319
第6315题的答案：	5013120
第6316题的答案：	-37320
第6317题的答案：	1913
第6318题的答案：	299761
第6319题的答案：	1723
第6320题的答案：	298168
第6321题的答案：	-260
第6322题的答案：	-283856/691
第6323题的答案：	616
第6324题的答案：	-75
第6325题的答案：	266665
第6326题的答案：	252448
第6327题的答案：	173232
第6328题的答案：	439/109780
第6329题的答案：	82
第6330题的答案：	-228
第6331题的答案：	399458
第6332题的答案：	-64812/151
第6333题的答案：	793455
第6334题的答案：	80/563
第6335题的答案：	109832910
第6336题的答案：	236
第6337题的答案：	6'19/162
第6338题的答案：	543742
第6339题的答案：	42627
第6340题的答案：	-78965
第6341题的答案：	640'125/384
第6342题的答案：	1005
第6343题的答案：	564'108/343
第6344题的答案：	360
第6345题的答案：	19
第6346题的答案：	432228
第6347题的答案：	12060
第6348题的答案：	142456
第6349题的答案：	24240654
第6350题的答案：	48431
第6351题的答案：	326'5/8
第6352题的答案：	46/351
第6353题的答案：	53517
第6354题的答案：	639/760
第6355题的答案：	-454398
第6356题的答案：	379
第6357题的答案：	3'34/41
第6358题的答案：	-69298
第6359题的答案：	-768202
第6360题的答案：	185/917
第6361题的答案：	-1139
第6362题的答案：	142'131/313
第6363题的答案：	131/19840
第6364题的答案：	629/804
第6365题的答案：	1'62/377
第6366题的答案：	27
第6367题的答案：	232'364/951
第6368题的答案：	-547
第6369题的答案：	15818
第6370题的答案：	279/298
第6371题的答案：	308974
第6372题的答案：	9516294
第6373题的答案：	1050
第6374题的答案：	767'23/61
第6375题的答案：	142/195
第6376题的答案：	50010
第6377题的答案：	1008
第6378题的答案：	32
第6379题的答案：	3230'88/197
第6380题的答案：	-823772/833
第6381题的答案：	41/398180
第6382题的答案：	878582
第6383题的答案：	-504412/733
第6384题的答案：	5/6732
第6385题的答案：	5'91/373
第6386题的答案：	-500355
第6387题的答案：	135/778
第6388题的答案：	147
第6389题的答案：	19
第6390题的答案：	1224
第6391题的答案：	498/694691
第6392题的答案：	204490
第6393题的答案：	87'183/199
第6394题的答案：	885'241/436
第6395题的答案：	420944
第6396题的答案：	-254387
第6397题的答案：	188/136371
第6398题的答案：	81'271/569
第6399题的答案：	282/232547
第6400题的答案：	677
第6401题的答案：	86038
第6402题的答案：	-686
第6403题的答案：	168'104/155
第6404题的答案：	-63429/73
第6405题的答案：	341941
第6406题的答案：	98993952
第6407题的答案：	129/277
第6408题的答案：	707
第6409题的答案：	-225
第6410题的答案：	1571
第6411题的答案：	403'2/17
第6412题的答案：	-73489/339
第6413题的答案：	753744
第6414题的答案：	667
第6415题的答案：	-242
第6416题的答案：	-130887
第6417题的答案：	2'17/113
第6418题的答案：	1'119/120
第6419题的答案：	332'131/329
第6420题的答案：	773
第6421题的答案：	27342
第6422题的答案：	799273
第6423题的答案：	2884
第6424题的答案：	114755
第6425题的答案：	224202
第6426题的答案：	-221
第6427题的答案：	704'831/946
第6428题的答案：	65421853
第6429题的答案：	394242
第6430题的答案：	577782
第6431题的答案：	154160
第6432题的答案：	1344
第6433题的答案：	-680540
第6434题的答案：	915
第6435题的答案：	3'3/11
第6436题的答案：	662/14157
第6437题的答案：	102
第6438题的答案：	-564
第6439题的答案：	2233
第6440题的答案：	1790
第6441题的答案：	337
第6442题的答案：	861'601/840
第6443题的答案：	325'7/25
第6444题的答案：	16/117
第6445题的答案：	221219
第6446题的答案：	-26578/65
第6447题的答案：	603'87/475
第6448题的答案：	406
第6449题的答案：	-392461
第6450题的答案：	1'79/489
第6451题的答案：	1'139/655
第6452题的答案：	302
第6453题的答案：	760'33/688
第6454题的答案：	54868
第6455题的答案：	30/12943
第6456题的答案：	425
第6457题的答案：	39192
第6458题的答案：	149
第6459题的答案：	18150
第6460题的答案：	1'17/966
第6461题的答案：	35/159
第6462题的答案：	1'17/140
第6463题的答案：	53
第6464题的答案：	983
第6465题的答案：	-18068
第6466题的答案：	154'232/289
第6467题的答案：	51088
第6468题的答案：	41414
第6469题的答案：	979
第6470题的答案：	-47181/116
第6471题的答案：	71'279/847
第6472题的答案：	-711
第6473题的答案：	204849
第6474题的答案：	123
第6475题的答案：	1235
第6476题的答案：	313'173/690
第6477题的答案：	905'324/463
第6478题的答案：	864
第6479题的答案：	864'117/349
第6480题的答案：	19964
第6481题的答案：	-162
第6482题的答案：	-830
第6483题的答案：	258'167/236
第6484题的答案：	468975750
第6485题的答案：	81/82654
第6486题的答案：	2529'298/313
第6487题的答案：	400869
第6488题的答案：	163657
第6489题的答案：	-97524
第6490题的答案：	551'13/37
第6491题的答案：	378'13/29
第6492题的答案：	-942
第6493题的答案：	-221890
第6494题的答案：	103'259/317
第6495题的答案：	285606
第6496题的答案：	701197
第6497题的答案：	483
第6498题的答案：	572'111/142
第6499题的答案：	402'738/949
第6500题的答案：	23/87
第6501题的答案：	658'677/697
第6502题的答案：	357'115/177
第6503题的答案：	5'39/140
第6504题的答案：	303
第6505题的答案：	56695
第6506题的答案：	42'64/91
第6507题的答案：	740
第6508题的答案：	192'152/347
第6509题的答案：	9640620
第6510题的答案：	677754
第6511题的答案：	1509'7/8
第6512题的答案：	46052
第6513题的答案：	568/59375
第6514题的答案：	434
第6515题的答案：	292
第6516题的答案：	89/117760
第6517题的答案：	1616
第6518题的答案：	1280
第6519题的答案：	241'569/770
第6520题的答案：	485/152439
第6521题的答案：	-313142
第6522题的答案：	3'9/44
第6523题的答案：	373
第6524题的答案：	683096
第6525题的答案：	1384
第6526题的答案：	168316
第6527题的答案：	-208
第6528题的答案：	391/634
第6529题的答案：	407'465/829
第6530题的答案：	613'117/443
第6531题的答案：	473'2/5
第6532题的答案：	376'204/263
第6533题的答案：	-473058/913
第6534题的答案：	985
第6535题的答案：	-102
第6536题的答案：	1152'259/498
第6537题的答案：	-359
第6538题的答案：	637
第6539题的答案：	-245
第6540题的答案：	698
第6541题的答案：	173'56/151
第6542题的答案：	498'59/79
第6543题的答案：	-207733/625
第6544题的答案：	43/67704
第6545题的答案：	44686
第6546题的答案：	-110
第6547题的答案：	238/659
第6548题的答案：	1103
第6549题的答案：	1227'332/429
第6550题的答案：	208206
第6551题的答案：	792'149/456
第6552题的答案：	682/869755
第6553题的答案：	107
第6554题的答案：	255
第6555题的答案：	752
第6556题的答案：	367829
第6557题的答案：	442368
第6558题的答案：	560137
第6559题的答案：	87875
第6560题的答案：	123975
第6561题的答案：	588840
第6562题的答案：	775'34/171
第6563题的答案：	615
第6564题的答案：	-75
第6565题的答案：	372036
第6566题的答案：	707
第6567题的答案：	468'49/66
第6568题的答案：	-38
第6569题的答案：	873
第6570题的答案：	131500
第6571题的答案：	21'21/65
第6572题的答案：	22'237/862
第6573题的答案：	1'295/471
第6574题的答案：	66'161/541
第6575题的答案：	1660
第6576题的答案：	36'13/23
第6577题的答案：	1356
第6578题的答案：	901
第6579题的答案：	6224'2/5
第6580题的答案：	668
第6581题的答案：	34'8/9
第6582题的答案：	344'88/93
第6583题的答案：	-246558/659
第6584题的答案：	114425
第6585题的答案：	157/281
第6586题的答案：	127
第6587题的答案：	693
第6588题的答案：	-945
第6589题的答案：	81376
第6590题的答案：	54675
第6591题的答案：	1072
第6592题的答案：	5
第6593题的答案：	-510074
第6594题的答案：	-301
第6595题的答案：	-94
第6596题的答案：	-194343
第6597题的答案：	443
第6598题的答案：	-219166/295
第6599题的答案：	829
第6600题的答案：	1197
第6601题的答案：	1301
第6602题的答案：	-473
第6603题的答案：	870305
第6604题的答案：	-379
第6605题的答案：	-164725
第6606题的答案：	872
第6607题的答案：	690'8/19
第6608题的答案：	464'86/111
第6609题的答案：	2'119/123
第6610题的答案：	-226
